;;;;;;;;;czwartek, 4 grudnia 2025
Plan dla toku: Informatyka S inz. 3.50 2025/2026 Zima;;;;;;;;;
Czas od;;Czas do;Liczba godzin;Grupy;Zajecia;Sala;Forma zaliczenia;Uwagi;
Data Zajec: 2025.10.30 czwartek ;;;;;;;;;
;8:00;9:30;2h00m;Infor. 1st 1sem Cw2S ;Algebra liniowa z geometria analityczna ;;Zaliczenie ocena;Zajecia odrabiane z 7.10 Distance learning;
;9:35;11:05;2h00m;Infor. 1st 1sem Cw2S ;Analiza matematyczna 1 ;;Zaliczenie ocena;Zajecia odrabiane z 14.10 Distance learning;
;11:05;12:35;2h00m;Infor. 1st 1sem Cw1S ;Algebra liniowa z geometria analityczna ;;Zaliczenie ocena;Zajecia odrabiane z 14.10 Distance learning;
;12:40;14:10;2h00m;Infor. 1st 1sem Cw1S ;Algebra liniowa z geometria analityczna ;;Zaliczenie ocena;Zajecia odrabiane z 14.10 Distance learning;
Data Zajec: 2025.10.31 piatek ;;;;;;;;;
;9:45;11:15;2h00m;Infor. 1st 1sem WykS ;Analiza matematyczna 1 ;;Zaliczenie ocena;Distance learning;
;11:30;13:00;2h00m;Infor. 1st 1sem WykS ;Analiza matematyczna 1 ;;Zaliczenie ocena;Distance learning;
;13:15;14:45;2h00m;Infor. 1st 1sem WykS ;Programowanie w jezyku Python 1 ;;Zaliczenie ocena;Distance learning;
Data Zajec: 2025.11.03 poniedzialek ;;;;;;;;;
;8:55;11:15;3h00m;Infor. 1st 1sem WykS ;Fizyka 1 ;;Zaliczenie ocena;Distance learning;
;11:35;12:20;1h00m;Infor. 1st 1sem WykS ;Algorytmy i struktury danych ;;Egzamin;Distance learning;
;12:30;14:00;2h00m;Infor. 1st 1sem WykS ;Algorytmy i struktury danych ;;Egzamin;Distance learning;
;14:15;15:45;2h00m;Infor. 1st 1sem Cw2S ;Etyka inzyniera i prawo autorskie ;;Zaliczenie ocena;Distance learning;
;14:15;15:45;2h00m;Infor. 1st 1sem Cw3S ;Analiza matematyczna 1 ;;Zaliczenie ocena;Distance learning;
;16:00;18:20;3h00m;Infor. 1st 1sem WykS ;Etyka inzyniera i prawo autorskie ;;Zaliczenie ocena;Distance learning;
Data Zajec: 2025.11.04 wtorek ;;;;;;;;;
;8:10;9:40;2h00m;Infor. 1st 1sem Cw2S ;Podstawy informatyki ;S47 310 - Lab. sieci/Prac. komputerowa/Cisco ;Zaliczenie ocena;;
;9:55;11:25;2h00m;Infor. 1st 1sem Cw2S ;Podstawy informatyki ;S47 310 - Lab. sieci/Prac. komputerowa/Cisco ;Zaliczenie ocena;;
;10:45;12:15;2h00m;Infor. 1st 1sem Cw3S ;Kompetencje przyszlosci 1 ;S47 213 - prac. ratownicza ;Zaliczenie;;
;10:45;12:15;2h00m;Infor. 1st 1sem Cw1S ;Algorytmy i struktury danych ;S55 108 ;Zaliczenie ocena;;
;12:30;14:00;2h00m;Infor. 1st 1sem Cw2S ;Algebra liniowa z geometria analityczna ;S47 118 ;Zaliczenie ocena;;
;12:30;14:00;2h00m;Infor. 1st 1sem Cw1S ;Algorytmy i struktury danych ;S47 10 ;Zaliczenie ocena;;
;12:30;14:00;2h00m;Infor. 1st 1sem Cw3S ;Kompetencje przyszlosci 1 ;S47 213 - prac. ratownicza ;Zaliczenie;;
;14:15;15:45;2h00m;Infor. 1st 1sem Cw1S ;Analiza matematyczna 1 ;S47 118 ;Zaliczenie ocena;Zmiana sali ;
;16:00;17:30;2h00m;Infor. 1st 1sem Cw1S ;Analiza matematyczna 1 ;S47 118 ;Zaliczenie ocena;Zmiana sali ;
Data Zajec: 2025.11.05 sroda ;;;;;;;;;
;8:15;9:45;2h00m;Infor. 1st 1sem Cw3S ;Algebra liniowa z geometria analityczna ;;Zaliczenie ocena;Distance learning;
Data Zajec: 2025.11.06 czwartek ;;;;;;;;;
;9:00;10:30;2h00m;Infor. 1st 1sem Cw1S ;Fizyka 1 ;S47 119 ;Zaliczenie ocena;;
;10:45;12:15;2h00m;Infor. 1st 1sem Cw1S ;Fizyka 1 ;S47 119 ;Zaliczenie ocena;;
;11:30;13:00;2h00m;Infor. 1st 1sem Cw3S ;Podstawy informatyki ;S47 313 ;Zaliczenie ocena;;
;12:30;14:00;2h00m;Infor. 1st 1sem Cw1S ;Programowanie w jezyku Python 1 ;S47 208 ;Zaliczenie ocena;;
;13:15;14:45;2h00m;Infor. 1st 1sem Cw3S ;Podstawy informatyki ;S47 313 ;Zaliczenie ocena;;
;14:15;15:45;2h00m;Infor. 1st 1sem Cw1S ;Programowanie w jezyku Python 1 ;S47 208 ;Zaliczenie ocena;;
